,flux,lambda_obs,lambda_rest
19957,1.931047,5074.578368484945,5091.5337
19958,1.929782,5074.66450645959,5091.62
19959,1.9305252,5074.748211158114,5091.704
19960,1.9300345,5074.831915856638,5091.788
19961,1.9300345,5074.918053831282,5091.8745
19962,1.9259198,5075.0017585298065,5091.9585
19963,1.9259198,5075.088383159675,5092.0454
19964,1.9277972,5075.171601202975,5092.129
19965,1.92964,5075.255305901499,5092.213
19966,1.9306406,5075.341930531367,5092.3
19967,1.952225,5075.425148574668,5092.3833
19968,1.952225,5075.5088532731925,5092.4673
19969,1.952225,5075.595477903061,5092.554
19970,1.952225,5075.678695946361,5092.6377
19971,1.9543215,5075.765320576229,5092.7246
19972,1.9543215,5075.849025274753,5092.8086
19973,1.9547472,5075.932243318054,5092.892
19974,1.9582177,5076.018867947922,5092.979
19975,1.9582177,5076.102572646447,5093.063
19976,1.9599075,5076.186277344971,5093.147
19977,1.9599075,5076.272415319615,5093.2334
19978,1.9651589,5076.356120018139,5093.3174
19979,1.9684747,5076.442257992784,5093.404
19980,1.9623727,5076.525962691308,5093.488
19981,1.9560621,5076.609667389833,5093.572
19982,1.9560621,5076.695805364477,5093.658
19983,1.9560621,5076.779510063001,5093.742
19984,1.9560621,5076.866134692869,5093.829
19985,1.9590856,5076.949839391394,5093.913
19986,1.9590856,5077.033057434694,5093.9966
19987,1.9586535,5077.119682064562,5094.0835
19988,1.9585552,5077.203386763086,5094.1675
19989,1.9600147,5077.2870914616105,5094.2515
19990,1.961353,5077.373229436255,5094.338
19991,1.961353,5077.45693413478,5094.422
19992,1.9583702,5077.543558764648,5094.509
19993,1.9583702,5077.626776807948,5094.5923
19994,1.9567536,5077.710481506472,5094.6763
19995,1.9492998,5077.7971061363405,5094.763
19996,1.9492998,5077.880810834865,5094.847
19997,1.9492998,5077.964515533389,5094.931
19998,1.9492998,5078.050653508034,5095.0176
19999,1.9455376,5078.134358206558,5095.1016
20000,1.9455376,5078.220982836426,5095.1885
20001,1.9454027,5078.3042008797265,5095.272
20002,1.9454027,5078.387905578251,5095.356
20003,1.945903,5078.474530208119,5095.443
20004,1.9455333,5078.5582349066435,5095.527
20005,1.9455333,5078.641939605168,5095.611
20006,1.9394788,5078.728077579812,5095.6973
20007,1.9394788,5078.811782278336,5095.7812
20008,1.9384996,5078.898406908204,5095.868
20009,1.9373308,5078.982111606729,5095.952
20010,1.9373308,5079.0653296500295,5096.0356
20011,1.9373308,5079.151954279898,5096.1226
20012,1.9373308,5079.235658978422,5096.2065
20013,1.9348947,5079.3222836082905,5096.2935
20014,1.9348947,5079.40550165159,5096.377
20015,1.9278504,5079.489206350115,5096.461
20016,1.9278504,5079.575830979983,5096.548
20017,1.9254806,5079.659535678507,5096.632
20018,1.9240184,5079.743240377032,5096.716
20019,1.9184885,5079.829378351676,5096.8022
20020,1.9101915,5079.9130830502,5096.886
20021,1.9088213,5079.999707680068,5096.973
20022,1.9036288,5080.083412378593,5097.057
20023,1.8892143,5080.167117077117,5097.141
20024,1.8892143,5080.253255051762,5097.2275
20025,1.8892143,5080.336959750286,5097.3115
20026,1.8892143,5080.42066444881,5097.3955
20027,1.8860171,5080.507289078679,5097.4824
20028,1.8860171,5080.590993777203,5097.5664
20029,1.8657819,5080.677618407071,5097.6533
20030,1.8657819,5080.761323105596,5097.7373
20031,1.8557789,5080.84502780412,5097.8213
20032,1.8557789,5080.931165778764,5097.9077
20033,1.8452599,5081.014870477288,5097.9917
20034,1.8349178,5081.098575175813,5098.0757
20035,1.8288757,5081.185199805681,5098.1626
20036,1.8192662,5081.268904504205,5098.2466
20037,1.8192662,5081.355042478849,5098.333
20038,1.8192662,5081.438747177373,5098.417
20039,1.8192662,5081.522451875898,5098.501
20040,1.8178334,5081.609076505766,5098.588
20041,1.8178334,5081.69278120429,5098.672
20042,1.8139654,5081.779405834159,5098.759
20043,1.8081111,5081.863110532683,5098.843
20044,1.8081111,5081.946815231207,5098.927
20045,1.7947743,5082.032953205852,5099.013
20046,1.7947743,5082.116657904377,5099.097
20047,1.7901682,5082.200362602901,5099.181
20048,1.7859261,5082.286987232769,5099.268
20049,1.7700231,5082.370691931294,5099.352
20050,1.7715663,5082.457316561161,5099.439
20051,1.7715663,5082.541021259685,5099.523
20052,1.7715663,5082.62472595821,5099.607
20053,1.7715663,5082.711350588078,5099.694
20054,1.76962,5082.795055286602,5099.778
20055,1.76962,5082.878759985127,5099.862
20056,1.7720159,5082.964897959771,5099.948
20057,1.7746258,5083.048602658296,5100.032
20058,1.7749122,5083.135227288164,5100.119
20059,1.7730206,5083.218931986688,5100.203
20060,1.7730206,5083.302636685213,5100.287
20061,1.7823062,5083.389261315081,5100.374
20062,1.7823062,5083.472966013605,5100.458
20063,1.7918055,5083.55667071213,5100.542
20064,1.8033619,5083.643295341998,5100.629
20065,1.8033619,5083.727000040522,5100.713
20066,1.8033619,5083.81362467039,5100.8
20067,1.8033619,5083.897329368914,5100.884
20068,1.801271,5083.9810340674385,5100.968
20069,1.801271,5084.067658697307,5101.0547
20070,1.8146768,5084.151363395831,5101.1387
20071,1.8146768,5084.237501370476,5101.225
20072,1.820547,5084.321206069,5101.309
20073,1.8245825,5084.405397422748,5101.3936
20074,1.8245825,5084.491535397393,5101.48
20075,1.8463843,5084.575240095917,5101.564
20076,1.8463843,5084.658944794442,5101.648
20077,1.8618256,5084.74556942431,5101.735
20078,1.867714,5084.829274122834,5101.819
20079,1.867714,5084.915898752703,5101.906
20080,1.867714,5084.999603451227,5101.9897
20081,1.867714,5085.083308149751,5102.0737
20082,1.8696874,5085.169932779619,5102.1606
20083,1.8696874,5085.253637478143,5102.2446
20084,1.8828955,5085.337342176667,5102.3286
20085,1.8828955,5085.423966806536,5102.4155
20086,1.8887779,5085.50767150506,5102.4995
20087,1.8939099,5085.594296134928,5102.5864
20088,1.8939099,5085.678000833453,5102.6704
20089,1.9015975,5085.761705531977,5102.7544
20090,1.9013255,5085.848330161845,5102.8413
20091,1.9070945,5085.93203486037,5102.9253
20092,1.9022875,5086.018659490238,5103.012
20093,1.9022875,5086.102364188762,5103.096
20094,1.9022875,5086.186068887287,5103.18
20095,1.9022875,5086.272693517155,5103.267
20096,1.9072236,5086.356398215679,5103.351
20097,1.9072236,5086.440589569427,5103.4355
20098,1.9108888,5086.526727544072,5103.522
20099,1.9108888,5086.61091889782,5103.6064
20100,1.9145681,5086.697056872465,5103.693
20101,1.9145681,5086.7812482262125,5103.7773
20102,1.9132034,5086.864952924737,5103.8613
20103,1.9125152,5086.951577554605,5103.948
20104,1.9120774,5087.0352822531295,5104.032
20105,1.9130448,5087.118986951654,5104.116
20106,1.9130448,5087.205611581522,5104.203
20107,1.9130448,5087.2893162800465,5104.287
20108,1.9130448,5087.375940909915,5104.374
20109,1.9172981,5087.459645608439,5104.458
20110,1.9172981,5087.5433503069635,5104.542
20111,1.9148666,5087.629974936832,5104.629
20112,1.9086359,5087.713679635356,5104.713
20113,1.9086359,5087.797870989104,5104.7974
20114,1.9048374,5087.884008963749,5104.884
20115,1.9048374,5087.968200317497,5104.9683
20116,1.9038194,5088.054824947365,5105.055
20117,1.9027538,5088.138529645889,5105.139
20118,1.8950164,5088.222234344414,5105.223
20119,1.8893907,5088.308858974282,5105.31
20120,1.8893907,5088.392563672806,5105.394
20121,1.8893907,5088.479188302675,5105.481
20122,1.8893907,5088.562893001199,5105.565
20123,1.8883727,5088.646597699723,5105.649
20124,1.8883727,5088.733222329592,5105.736
20125,1.8838116,5088.81741368334,5105.8203
20126,1.8822098,5088.901118381865,5105.9043
20127,1.8803754,5088.987743011732,5105.991
20128,1.87855,5089.0714477102565,5106.075
20129,1.87855,5089.158072340125,5106.162
20130,1.8731416,5089.241777038649,5106.246
20131,1.8731416,5089.3254817371735,5106.33
20132,1.8665285,5089.412106367042,5106.417
20133,1.8595424,5089.496297720791,5106.5015
20134,1.8595424,5089.580002419315,5106.5854
20135,1.8595424,5089.666627049183,5106.6724
20136,1.8595424,5089.750331747708,5106.7563
20137,1.8556086,5089.836956377576,5106.8433
20138,1.8556086,5089.9206610761,5106.9272
20139,1.8512366,5090.004852429848,5107.0117
20140,1.8512366,5090.091477059716,5107.0986
20141,1.8490646,5090.175181758241,5107.1826
20142,1.8478979,5090.258886456765,5107.2666
20143,1.8478979,5090.345511086633,5107.3535
20144,1.8385059,5090.429215785158,5107.4375
20145,1.8385059,5090.515840415026,5107.5244
20146,1.8386011,5090.600031768774,5107.609
20147,1.8413627,5090.683736467298,5107.693
20148,1.8413627,5090.770361097167,5107.78
20149,1.8413627,5090.854065795691,5107.864
20150,1.8413627,5090.940690425559,5107.9507
20151,1.8390647,5091.024881779308,5108.035
20152,1.8390647,5091.108586477832,5108.119
20153,1.8351048,5091.1952111077,5108.206
20154,1.8351048,5091.278915806224,5108.29
20155,1.833218,5091.363107159973,5108.3745
20156,1.8296729,5091.449731789841,5108.4614
20157,1.8296729,5091.533436488366,5108.5454
20158,1.8290195,5091.620061118234,5108.6323
20159,1.8290195,5091.703765816758,5108.7163
20160,1.8242877,5091.787957170506,5108.801
20161,1.8277465,5091.8745818003745,5108.8877
20162,1.8277465,5091.958286498899,5108.9717
20163,1.8277465,5092.041991197423,5109.0557
20164,1.8277465,5092.1286158272915,5109.1426
20165,1.8281978,5092.21280718104,5109.227
20166,1.8281978,5092.299431810908,5109.314
20167,1.8240567,5092.383136509432,5109.398
20168,1.8240567,5092.466841207956,5109.482
20169,1.8236123,5092.553465837825,5109.569
20170,1.8221931,5092.637657191573,5109.6533
20171,1.8224828,5092.721361890098,5109.7373
20172,1.8210785,5092.807986519966,5109.824
20173,1.8184377,5092.892177873714,5109.9087
20174,1.8160332,5092.978802503582,5109.9956
20175,1.8160332,5093.062507202107,5110.0796
20176,1.8160332,5093.146211900631,5110.1636
20177,1.8160332,5093.233323185724,5110.251
20178,1.814575,5093.317027884248,5110.335
20179,1.814575,5093.4036525141155,5110.422
20180,1.8169887,5093.487357212641,5110.506
20181,1.818877,5093.571548566389,5110.5903
20182,1.818877,5093.658173196257,5110.6772
20183,1.8201345,5093.741877894781,5110.761
20184,1.8201345,5093.826069248529,5110.8457
20185,1.8203151,5093.9126938783975,5110.9326
20186,1.8232445,5093.996398576922,5111.0166
20187,1.8249596,5094.08302320679,5111.1035
20188,1.8367898,5094.167214560539,5111.188
20189,1.8367898,5094.250919259063,5111.272
20190,1.8367898,5094.337543888932,5111.359
20191,1.8367898,5094.4217352426795,5111.4434
20192,1.8350011,5094.505439941204,5111.5273
20193,1.8350011,5094.592064571072,5111.6143
20194,1.8383534,5094.67625592482,5111.6987
20195,1.8450402,5094.762880554688,5111.7856
20196,1.8450402,5094.846585253213,5111.8696
20197,1.846896,5094.930776606961,5111.954
20198,1.846896,5095.01740123683,5112.041
20199,1.8581059,5095.101105935354,5112.125
20200,1.8581059,5095.187730565222,5112.212
20201,1.8692354,5095.27192191897,5112.2964
20202,1.8745879,5095.355626617495,5112.3804
20203,1.8745879,5095.442251247363,5112.4673
20204,1.8745879,5095.526442601112,5112.552
20205,1.8745879,5095.610147299636,5112.6357
20206,1.8790977,5095.697258584728,5112.723
20207,1.8790977,5095.780963283252,5112.807
20208,1.8889422,5095.867587913121,5112.894
20209,1.8889422,5095.9517792668685,5112.9785
20210,1.8965323,5096.035483965393,5113.0625
20211,1.9012846,5096.122108595261,5113.1494
20212,1.9012846,5096.20629994901,5113.234
20213,1.910252,5096.290004647534,5113.318
20214,1.910252,5096.376629277403,5113.405
20215,1.9183214,5096.46082063115,5113.4893
20216,1.9158843,5096.547445261019,5113.576
20217,1.9158843,5096.631636614768,5113.6606
20218,1.9158843,5096.715341313292,5113.7446
20219,1.9158843,5096.801965943159,5113.8315
20220,1.9184867,5096.886157296908,5113.916
20221,1.9184867,5096.969861995432,5114.0
20222,1.9172568,5097.056973280524,5114.0874
20223,1.9172568,5097.140677979049,5114.1714
20224,1.9159052,5097.227302608917,5114.2583
20225,1.9188722,5097.311493962666,5114.343
20226,1.9188722,5097.39519866119,5114.427
20227,1.9212254,5097.482309946282,5114.514
20228,1.9212254,5097.566014644806,5114.598
20229,1.913621,5097.652639274675,5114.685
20230,1.911503,5097.736830628423,5114.7695
20231,1.911503,5097.820535326948,5114.8535
20232,1.911503,5097.90764661204,5114.941
20233,1.911503,5097.991351310564,5115.025
20234,1.9104828,5098.075542664312,5115.1094
20235,1.9104828,5098.16216729418,5115.1963
20236,1.9114307,5098.246358647929,5115.281
20237,1.9114307,5098.332983277797,5115.3677
20238,1.9112289,5098.416687976322,5115.4517
20239,1.9113162,5098.500879330069,5115.536
20240,1.9121106,5098.587503959938,5115.623
20241,1.9098319,5098.6716953136865,5115.7075
20242,1.9104414,5098.755400012211,5115.7915
20243,1.9206102,5098.842511297303,5115.879
20244,1.9206102,5098.926215995827,5115.963
20245,1.9206102,5099.012840625695,5116.05
20246,1.9206102,5099.097031979443,5116.1343
20247,1.924033,5099.181223333192,5116.2188
20248,1.924033,5099.26784796306,5116.3057
20249,1.9228984,5099.352039316808,5116.39
20250,1.9240078,5099.435744015333,5116.474
20251,1.9240078,5099.522368645201,5116.561
20252,1.9244215,5099.60655999895,5116.6455
20253,1.9244215,5099.693184628818,5116.7324
20254,1.9259207,5099.777375982566,5116.817
20255,1.9262744,5099.86108068109,5116.901
20256,1.9270698,5099.948191966182,5116.9883
20257,1.9399675,5100.031896664706,5117.0723
20258,1.9399675,5100.119007949799,5117.1597
20259,1.9399675,5100.2027126483235,5117.2437
20260,1.9399675,5100.286904002071,5117.328
20261,1.9425927,5100.37352863194,5117.415
20262,1.9425927,5100.4577199856885,5117.4995
20263,1.9484862,5100.541911339436,5117.584
20264,1.9493256,5100.628535969305,5117.671
20265,1.9493256,5100.7127273230535,5117.7554
20266,1.951239,5100.799351952922,5117.8423
20267,1.951239,5100.88354330667,5117.927
20268,1.95416,5100.967248005194,5118.0107
20269,1.95416,5101.054359290286,5118.098
20270,1.9530534,5101.13806398881,5118.182
20271,1.9498589,5101.222255342559,5118.2666
20272,1.9498589,5101.308879972427,5118.3535
20273,1.9498589,5101.393071326175,5118.438
20274,1.9498589,5101.4796959560435,5118.525
20275,1.9468364,5101.563887309792,5118.6094
20276,1.9468364,5101.64807866354,5118.694
20277,1.9464338,5101.7347032934085,5118.781
20278,1.9505163,5101.818894647157,5118.865
20279,1.9537697,5101.902599345682,5118.949
20280,1.9563323,5101.9897106307735,5119.0366
20281,1.9563323,5102.073415329298,5119.1206
20282,1.9572765,5102.16052661439,5119.208
20283,1.9572765,5102.244231312914,5119.292
20284,1.9546218,5102.328422666663,5119.3765
20285,1.9572875,5102.415533951755,5119.464
20286,1.9572875,5102.499238650279,5119.548
20287,1.9572875,5102.586349935372,5119.6353
20288,1.9572875,5102.670054633896,5119.719
20289,1.9546019,5102.754245987644,5119.8037
20290,1.9546019,5102.840870617512,5119.8906
20291,1.9476511,5102.925061971261,5119.975
20292,1.9476511,5103.009253325009,5120.0596
20293,1.9442159,5103.095877954877,5120.1465
20294,1.9449782,5103.180069308625,5120.231
20295,1.9449782,5103.2666939384935,5120.318
20296,1.9430877,5103.350885292242,5120.4023
20297,1.9430877,5103.43507664599,5120.487
20298,1.9375968,5103.5217012758585,5120.5737
20299,1.930202,5103.605892629607,5120.658
20300,1.930202,5103.690083983355,5120.7427
20301,1.930202,5103.7767086132235,5120.8296
20302,1.930202,5103.860899966972,5120.914
20303,1.9295759,5103.94752459684,5121.001
20304,1.9295759,5104.0317159505885,5121.0854
20305,1.9196669,5104.115907304336,5121.17
20306,1.9196669,5104.202531934205,5121.257
20307,1.9194717,5104.2867232879535,5121.3413
20308,1.9176241,5104.373834573045,5121.4287
20309,1.9120492,5104.45753927157,5121.5127
20310,1.9062446,5104.541730625318,5121.597
20311,1.9064479,5104.62884191041,5121.6846
20312,1.8974352,5104.712546608935,5121.7686
20313,1.8974352,5104.796737962683,5121.853
20314,1.8974352,5104.883849247775,5121.9404
20315,1.8974352,5104.9675539463,5122.0244
20316,1.8974352,5105.0546652313915,5122.112
20317,1.8968763,5105.13885658514,5122.1963
20318,1.8932999,5105.222561283665,5122.2803
20319,1.8890631,5105.3096725687565,5122.3677
20320,1.8890631,5105.393863922505,5122.452
20321,1.884272,5105.478055276253,5122.5366
20322,1.884272,5105.5646799061215,5122.6235
20323,1.8790363,5105.64887125987,5122.708
20324,1.8737552,5105.735495889739,5122.795
20325,1.8692212,5105.819687243486,5122.8794
20326,1.8590876,5105.903878597234,5122.964
20327,1.8590876,5105.990989882327,5123.0513
20328,1.8590876,5106.074694580851,5123.1353
20329,1.8590876,5106.158885934599,5123.2197
20330,1.8573527,5106.245997219692,5123.307
20331,1.8573527,5106.33018857344,5123.3916
20332,1.8565292,5106.416813203308,5123.4785
20333,1.8547455,5106.501004557057,5123.563
20334,1.8547455,5106.585195910805,5123.6475
20335,1.8483654,5106.671820540673,5123.7344
20336,1.8483654,5106.756011894422,5123.819
20337,1.8454372,5106.843123179514,5123.9062
20338,1.840561,5106.927314533262,5123.9907
20339,1.8342091,5107.011019231786,5124.0747
20340,1.8224715,5107.098130516879,5124.162
20341,1.8224715,5107.182321870627,5124.2466
20342,1.8224715,5107.266513224376,5124.331
20343,1.8224715,5107.353137854244,5124.418
20344,1.8213379,5107.437329207992,5124.5024
20345,1.8213379,5107.5244404930845,5124.59
20346,1.8161843,5107.608631846832,5124.6743
20347,1.8129878,5107.692336545357,5124.7583
20348,1.810587,5107.779447830449,5124.8457
20349,1.8074127,5107.863639184197,5124.93
20350,1.8074127,5107.947830537945,5125.0146
20351,1.8039297,5108.034455167814,5125.1016
20352,1.8039297,5108.118646521562,5125.186
20353,1.7957973,5108.205757806654,5125.2734
20354,1.8018302,5108.289949160403,5125.358
20355,1.8018302,5108.374140514151,5125.4424
20356,1.8018302,5108.460765144019,5125.5293
20357,1.8018302,5108.544956497768,5125.614
20358,1.7953453,5108.629147851516,5125.698
20359,1.7953453,5108.716259136608,5125.7856
20360,1.7915685,5108.8004504903565,5125.87
20361,1.7915685,5108.887075120225,5125.957
20362,1.7911643,5108.971266473973,5126.0415
20363,1.7871867,5109.0554578277215,5126.126
20364,1.7871867,5109.142569112813,5126.2134
20365,1.7876648,5109.226760466562,5126.298
20366,1.7876648,5109.3133850964305,5126.385
20367,1.7873262,5109.397576450178,5126.469
20368,1.7937934,5109.481767803927,5126.5537
20369,1.7937934,5109.568879089019,5126.641
20370,1.7937934,5109.653070442767,5126.7256
20371,1.7937934,5109.737261796516,5126.81
20372,1.7988387,5109.823886426384,5126.897
20373,1.7988387,5109.908077780132,5126.9814
20374,1.807258,5109.995189065225,5127.069
20375,1.807258,5110.0793804189725,5127.1533
20376,1.8075849,5110.163571772721,5127.238
20377,1.8092961,5110.250683057813,5127.325
20378,1.8113183,5110.3343877563375,5127.409
20379,1.8124659,5110.418579110086,5127.4937
20380,1.8139709,5110.505690395178,5127.581
20381,1.809538,5110.589881748926,5127.6655
20382,1.809538,5110.676993034019,5127.753
20383,1.809538,5110.761184387767,5127.8374
20384,1.809538,5110.845375741515,5127.922
20385,1.809538,5110.932000371384,5128.009
20386,1.813147,5111.016191725132,5128.0933
20387,1.8124635,5111.103303010224,5128.1807
20388,1.8113835,5111.187494363972,5128.265
20389,1.8113835,5111.271685717721,5128.3496
20390,1.8122689,5111.358797002813,5128.437
20391,1.8122689,5111.442988356561,5128.5215
20392,1.8143878,5111.52717971031,5128.606
20393,1.8148845,5111.6142909954015,5128.6934
20394,1.8157154,5111.69848234915,5128.778
20395,1.8185589,5111.785106979019,5128.8647
20396,1.8185589,5111.869298332766,5128.949
20397,1.8185589,5111.953489686515,5129.0337
20398,1.8185589,5112.040600971607,5129.121
20399,1.8145319,5112.124792325356,5129.2056
20400,1.8145319,5112.208983679104,5129.29
20401,1.8139794,5112.296094964196,5129.3774
20402,1.8115863,5112.380286317944,5129.462
20403,1.8115863,5112.467397603036,5129.5493
20404,1.8090049,5112.551588956785,5129.634
20405,1.8090049,5112.635780310533,5129.7183
20406,1.8077159,5112.722404940401,5129.805
20407,1.8078705,5112.80659629415,5129.8896
20408,1.8097104,5112.890787647898,5129.974
20409,1.8114926,5112.977898932991,5130.0615
20410,1.8114926,5113.062090286739,5130.146
20411,1.8114926,5113.14920157183,5130.2334
20412,1.8114926,5113.233392925579,5130.318
20413,1.8118968,5113.317584279327,5130.4023
20414,1.8118968,5113.40469556442,5130.4897
20415,1.8140827,5113.488886918168,5130.574
20416,1.814841,5113.5759982032605,5130.6616
20417,1.8158748,5113.660189557008,5130.746
20418,1.8172656,5113.744380910757,5130.8306
20419,1.8172656,5113.831492195849,5130.918
20420,1.8195877,5113.915683549597,5131.0024
20421,1.8195877,5113.999874903346,5131.087
20422,1.8270899,5114.086986188438,5131.1743
20423,1.8280885,5114.171177542186,5131.259
20424,1.8280885,5114.258288827278,5131.346
20425,1.8280885,5114.342480181027,5131.4307
20426,1.8280885,5114.426671534775,5131.515
20427,1.8286418,5114.513782819868,5131.6025
20428,1.8286418,5114.5979741736155,5131.687
20429,1.8362919,5114.682165527364,5131.7715
20430,1.8362919,5114.769276812456,5131.859
20431,1.8407671,5114.853468166204,5131.9434
20432,1.8426063,5114.940579451297,5132.031
20433,1.8426063,5115.024770805045,5132.115
20434,1.8453666,5115.1089621587935,5132.1997
20435,1.8453666,5115.196073443885,5132.287
20436,1.8463494,5115.280264797634,5132.3716
20437,1.8563458,5115.364456151382,5132.456
20438,1.8563458,5115.451567436475,5132.5435
20439,1.8563458,5115.535758790223,5132.628
20440,1.8563458,5115.6228700753145,5132.7153
20441,1.8588313,5115.707061429063,5132.8
20442,1.8588313,5115.791252782811,5132.8843
20443,1.8571689,5115.878364067904,5132.9717
20444,1.8571689,5115.962555421652,5133.056
20445,1.8562351,5116.049666706745,5133.1436
20446,1.8552734,5116.1338580604925,5133.228
20447,1.8542866,5116.218049414241,5133.3125
20448,1.8546333,5116.305160699333,5133.4
20449,1.8523754,5116.389352053082,5133.4844
20450,1.8373227,5116.474030062054,5133.5693
20451,1.8373227,5116.561141347146,5133.6567
20452,1.8373227,5116.645332700894,5133.741
20453,1.8373227,5116.732443985987,5133.8286
20454,1.8373227,5116.816635339735,5133.913
20455,1.839953,5116.900826693483,5133.9976
20456,1.8421023,5116.987937978575,5134.085
20457,1.839326,5117.072129332324,5134.1694
20458,1.839326,5117.156320686072,5134.254
20459,1.8373615,5117.243431971164,5134.3413
20460,1.8373615,5117.327623324913,5134.426
20461,1.8397976,5117.414734610004,5134.513
20462,1.8403306,5117.499412618977,5134.598
20463,1.8441322,5117.5836039727255,5134.6826
20464,1.8497785,5117.670715257817,5134.77
20465,1.8497785,5117.754906611566,5134.8545
20466,1.8497785,5117.839097965314,5134.939
20467,1.8497785,5117.926209250407,5135.0264
20468,1.8478894,5118.010400604155,5135.111
20469,1.8478894,5118.097511889247,5135.198
20470,1.848048,5118.181703242995,5135.2827
20471,1.8518718,5118.266381251968,5135.3677
20472,1.8518718,5118.3534925370595,5135.455
20473,1.856202,5118.437683890808,5135.5396
20474,1.856202,5118.5247951759,5135.627
20475,1.8596057,5118.608986529649,5135.7114
20476,1.8622388,5118.693177883397,5135.796
20477,1.8673439,5118.78028916849,5135.8833
20478,1.8683578,5118.8644805222375,5135.968
20479,1.8683578,5118.94915853121,5136.0527
20480,1.8683578,5119.036269816302,5136.14
20481,1.8683578,5119.1204611700505,5136.2246
20482,1.8647459,5119.207572455142,5136.312
20483,1.8647459,5119.291763808891,5136.3965
20484,1.8624557,5119.375955162639,5136.481
20485,1.8594629,5119.463553102955,5136.569
20486,1.8578305,5119.547744456704,5136.6533
20487,1.8579264,5119.631935810452,5136.738
20488,1.8579264,5119.719047095544,5136.825
20489,1.8495259,5119.803238449293,5136.9097
20490,1.8495259,5119.8903497343845,5136.997
20491,1.8367364,5119.975027743357,5137.082
20492,1.8313439,5120.059219097106,5137.1665
20493,1.8313439,5120.146330382197,5137.254
20494,1.8313439,5120.230521735946,5137.3384
20495,1.8313439,5120.317633021038,5137.426
20496,1.8321942,5120.40231103001,5137.5107
20497,1.8321942,5120.486502383759,5137.595
20498,1.8236123,5120.573613668851,5137.6826
20499,1.8236123,5120.657805022599,5137.767
20500,1.817374,5120.742483031571,5137.852
20501,1.8163146,5120.829594316664,5137.9395
20502,1.8163146,5120.913785670412,5138.024
20503,1.8021648,5121.000896955505,5138.1113
20504,1.8021648,5121.085088309253,5138.196
20505,1.7936696,5121.169766318225,5138.281
20506,1.7850802,5121.256877603317,5138.368
20507,1.7850802,5121.3410689570655,5138.4526
20508,1.7850802,5121.425260310813,5138.537
20509,1.7850802,5121.512371595906,5138.6245
20510,1.7820448,5121.5970496048785,5138.7095
20511,1.7820448,5121.68416088997,5138.797
20512,1.7709183,5121.768352243719,5138.8813
20513,1.7709183,5121.852543597467,5138.966
20514,1.7652615,5121.940141537783,5139.0537
20515,1.7615783,5122.024332891532,5139.138
20516,1.7563184,5122.10852424528,5139.2227
20517,1.7516772,5122.195635530372,5139.31
20518,1.7469039,5122.280313539344,5139.395
20519,1.7416313,5122.367424824437,5139.4824
20520,1.7359688,5122.451616178185,5139.567
20521,1.7359688,5122.536294187157,5139.652
20522,1.7359688,5122.62340547225,5139.7393
20523,1.7359688,5122.707596825998,5139.8237
20524,1.7329537,5122.79470811109,5139.911
20525,1.7329537,5122.879386120062,5139.996
20526,1.730469,5122.963577473811,5140.0806
20527,1.730469,5123.050688758903,5140.168
20528,1.7234676,5123.134880112651,5140.2524
20529,1.7234676,5123.219558121624,5140.3374
20530,1.7235336,5123.306669406716,5140.425
20531,1.7243716,5123.390860760464,5140.5093
20532,1.722749,5123.478458700781,5140.597
20533,1.7259825,5123.562650054529,5140.6816
20534,1.7259825,5123.646841408277,5140.766
20535,1.7259825,5123.734439348593,5140.854
20536,1.7259825,5123.818630702342,5140.9385
20537,1.7256565,5123.9028220560895,5141.023
20538,1.7256565,5123.990419996406,5141.111
20539,1.7284397,5124.074611350155,5141.1953
20540,1.7315131,5124.161722635246,5141.2827
20541,1.7315131,5124.246400644219,5141.3677
20542,1.7383796,5124.3305919979675,5141.452
20543,1.7383796,5124.417703283059,5141.5396
20544,1.7421261,5124.502381292032,5141.6245
20545,1.7460294,5124.58657264578,5141.709
20546,1.7543237,5124.673683930872,5141.7964
20547,1.7557768,5124.758361939845,5141.8813
20548,1.7557768,5124.8454732249365,5141.9688
20549,1.7557768,5124.929664578685,5142.053
20550,1.7557768,5125.014342587658,5142.138
20551,1.7553307,5125.1014538727495,5142.2256
20552,1.7553307,5125.185645226497,5142.31
20553,1.75495,5125.273243166814,5142.398
20554,1.7579027,5125.3574345205625,5142.4824
20555,1.7601477,5125.442112529535,5142.5674
20556,1.758638,5125.529223814627,5142.655
20557,1.758638,5125.6134151683755,5142.7393
20558,1.7512683,5125.698093177348,5142.824
20559,1.7512683,5125.78520446244,5142.9116
20560,1.7434839,5125.869395816188,5142.996
20561,1.745879,5125.956993756504,5143.084
20562,1.745879,5126.041185110253,5143.1685
20563,1.745879,5126.125863119225,5143.2534
20564,1.745879,5126.212974404317,5143.341
20565,1.7467173,5126.297165758066,5143.4253
20566,1.7467173,5126.381843767038,5143.5103
20567,1.7443447,5126.46895505213,5143.5977
20568,1.7443447,5126.553633061102,5143.6826
20569,1.7435306,5126.640744346194,5143.77
20570,1.7431729,5126.724935699943,5143.8545
20571,1.7431729,5126.809613708915,5143.9395
20572,1.7501746,5126.896724994007,5144.027
20573,1.7501746,5126.981403002979,5144.112
20574,1.7641376,5127.065594356728,5144.1963
20575,1.7674664,5127.15270564182,5144.2837
20576,1.7674664,5127.237383650792,5144.3687
20577,1.7674664,5127.324494935884,5144.456
20578,1.7674664,5127.409172944856,5144.541
